12396 1566212161 3.771513479447531e-07 1.581 14 59241 4.77
12397 1566212168  3.77738453383318e-07 1.584  7 59248 4.77
12398 1566212168 3.778846229639974e-07 1.584  0 59248 4.77
12399 1566212169 3.778833377776635e-07 1.584  1 59249 4.77
12400 1566212172 3.778820526000713e-07 1.584  3 59252 4.77
12401 1566212172 3.777324605607061e-07 1.584  0 59252 4.77
12402 1566212177 3.771395419536193e-07 1.581  5 59257 4.77
12403 1566212178 3.771354171430038e-07 1.581  1 59258 4.77
12404 1566212184 3.772791275101942e-07 1.582  6 59264 4.77
12405 1566212187 3.774235172449088e-07 1.583  3 59267 4.77
12406 1566212187 3.775680175416766e-07 1.583  0 59267 4.77
12407 1566212191 3.775653089252279e-07 1.583  4 59271 4.77
12408 1566212195 3.778586353392911e-07 1.584  4 59275 4.77
12409 1566212198 3.778562081063249e-07 1.584  3 59278 4.77
12410 1566212201 3.778539236802542e-07 1.584  3 59281 4.77
12411 1566212201 3.778520676044106e-07 1.584  0 59281 4.77
12412 1566212205 3.779984680285671e-07 1.585  4 59285 4.77
12413 1566212205 3.779971820677432e-07 1.585  0 59285 4.77
12414 1566212209 3.779961818820405e-07 1.585  4 59289 4.77
12415 1566212222 3.782914663750263e-07 1.586 13 59302 4.77
12416 1566212223  3.78141979055507e-07 1.586  1 59303 4.77
12417 1566212227 3.781404061331292e-07 1.586  4 59307 4.77
12418 1566212233 3.781388332238368e-07 1.586  6 59313 4.77
12419 1566212242 3.782861715043035e-07 1.586  9 59322 4.77
12420 1566212252 3.781366883686169e-07 1.586 10 59332 4.77
12421 1566212254 3.778386472909075e-07 1.584  2 59334 4.77
12422 1566212260 3.778367913651405e-07 1.584  6 59340 4.77
12423 1566212266 3.778347926962428e-07 1.584  6 59346 4.77
12424 1566212268 3.778326512887455e-07 1.584  2 59348 4.77
12425 1566212268 3.776819571818972e-07 1.584  0 59348 4.77
12426 1566212283 3.775315257644422e-07 1.583 15 59363 4.77
12427 1566212291 3.778253706848142e-07 1.584  8 59371 4.77
12428 1566212312 3.778242286547543e-07 1.584 21 59392 4.77
12429 1566212314 3.779711789595873e-07 1.585  2 59394 4.77
12430 1566212320 3.779686074180259e-07 1.585  6 59400 4.77
12431 1566212328 3.784114277495368e-07 1.587  8 59408 4.77
12432 1566212337 3.779646073118133e-07 1.585  9 59417 4.77
12433 1566212343 3.778126659892146e-07 1.584  6 59423 4.77
12434 1566212344 3.770692902583935e-07 1.581  1 59424 4.77
12435 1566212346 3.770634608283296e-07 1.581  2 59426 4.77
12436 1566212347 3.772052666244206e-07 1.582  1 59427 4.77
12437 1566212349 3.773466095497082e-07 1.582  2 59429 4.77
12438 1566212355 3.770459736195524e-07 1.581  6 59435 4.77
12439 1566212356 3.771874817149685e-07 1.582  1 59436 4.77
12440 1566212367 3.774776562699948e-07 1.583 11 59447 4.77
12441 1566212368 3.774729541072468e-07 1.583  1 59448 4.77
12442 1566212369 3.774685370307712e-07 1.583  1 59449 4.77
12443 1566212370 3.776113606907892e-07 1.583  1 59450 4.77
12444 1566212371 3.777535789717003e-07 1.584  1 59451 4.77
12445 1566212377  3.77896761266101e-07 1.585  6 59457 4.77
12446 1566212379 3.775959613271408e-07 1.583  2 59459 4.77
12447 1566212381 3.775909710620956e-07 1.583  2 59461 4.77
12448 1566212383 3.778819098031007e-07 1.584  2 59463 4.77
12449 1566212389 3.780259039440186e-07 1.585  6 59469 4.77
12450 1566212392 3.780220455277561e-07 1.585  3 59472 4.77
12451 1566212397  3.78165574461536e-07 1.586  5 59477 4.77
12452 1566212402 3.783097849090444e-07 1.586  5 59482 4.77
12453 1566212406 3.786038396357085e-07 1.588  4 59486 4.77
12454 1566212410 3.786012594783088e-07 1.587  4 59490 4.77
12455 1566212414 3.785978193231467e-07 1.587  4 59494 4.77
12456 1566212427 3.785938058878056e-07 1.587 13 59507 4.77
12457 1566212428  3.78590079202608e-07 1.587  1 59508 4.77
12458 1566212429  3.78586352590777e-07 1.587  1 59509 4.77
12459 1566212430 3.785827693793561e-07 1.587  1 59510 4.77
12460 1566212432 3.785787562630896e-07 1.587  2 59512 4.77
12461 1566212432 3.788727987953697e-07 1.589  0 59512 4.77
12462 1566212436 3.784228838878464e-07 1.587  4 59516 4.77
12463 1566212444 3.788654780506382e-07 1.589  8 59524 4.77
12464 1566212448  3.78862463708566e-07 1.589  4 59528 4.77
12465 1566212449 3.788591623413314e-07 1.589  1 59529 4.77
12466 1566212456 3.791542158273281e-07 1.590  7 59536 4.77
12467 1566212462 3.791520594378976e-07 1.590  6 59542 4.77
12468 1566212464 3.790004548874323e-07 1.589  2 59544 4.77
12469 1566212469 3.788485409414369e-07 1.589  5 59549 4.77
12470 1566212471 3.788455268688688e-07 1.589  2 59551 4.77
12471 1566212478 3.788422257967979e-07 1.589  7 59558 4.77
12472 1566212500  3.78689865010506e-07 1.588 22 59580 4.77
12473 1566212500 3.785371968480004e-07 1.587  0 59580 4.77
12474 1566212508 3.786816909194295e-07 1.588  8 59588 4.77
12475 1566212529 3.786781059030901e-07 1.588 21 59609 4.77
12476 1566212534 3.786743775581028e-07 1.588  5 59614 4.77
12477 1566212541  3.78670792680234e-07 1.588  7 59621 4.77
12478 1566212545 3.779243252477473e-07 1.585  4 59625 4.77
12479 1566212555 3.779180408773492e-07 1.585 10 59635 4.77
12480 1566212556 3.780600615078844e-07 1.585  1 59636 4.77
12481 1566212560 3.774612704524612e-07 1.583  4 59640 4.77
12482 1566212565 3.773061743743083e-07 1.582  5 59645 4.77
12483 1566212567 3.772983446201104e-07 1.582  2 59647 4.77
12484 1566212567 3.772902304904725e-07 1.582  0 59647 4.77
12485 1566212573  3.76986699785807e-07 1.581  6 59653 4.77
12486 1566212575 3.769778884810528e-07 1.581  2 59655 4.77
12487 1566212576 3.769687933726886e-07 1.581  1 59656 4.77
12488 1566212578 3.766645025244204e-07 1.579  2 59658 4.77
12489 1566212579 3.766542875629634e-07 1.579  1 59659 4.77
12490 1566212580 3.766440731555411e-07 1.579  1 59660 4.77
12491 1566212585 3.764863876298756e-07 1.579  5 59665 4.77
12492 1566212592 3.769180677720099e-07 1.580  7 59672 4.77
12493 1566212602 3.770564941849224e-07 1.581 10 59682 4.77
12494 1566212605 3.770466844500699e-07 1.581  3 59685 4.77
12495 1566212609 3.771842094743094e-07 1.582  4 59689 4.77
12496 1566212615 3.773222619799524e-07 1.582  6 59695 4.77
12497 1566212619 3.776092218151716e-07 1.583  4 59699 4.77
12498 1566212622 3.774535767333074e-07 1.583  3 59702 4.77
12499 1566212627  3.77297632840388e-07 1.582  5 59707 4.77
12500 1566212632 3.774373354672472e-07 1.583  5 59712 4.77
12501 1566212638 3.774302125458726e-07 1.583  6 59718 4.77
12502 1566212639 3.772748573071662e-07 1.582  1 59719 4.77
12503 1566212640 3.775634556837335e-07 1.583  1 59720 4.77
12504 1566212657 3.774085605157206e-07 1.582 17 59737 4.77
12505 1566212661 3.774008689451475e-07 1.582  4 59741 4.77
12506 1566212663 3.772453955406415e-07 1.582  2 59743 4.77
12507 1566212669 3.772377106191537e-07 1.582  6 59749 4.77
12508 1566212681 3.773777961143599e-07 1.582 12 59761 4.77
12509 1566212684 3.782605578713204e-07 1.586  3 59764 4.77
12510 1566212687 3.779596072981098e-07 1.585  3 59767 4.77
12511 1566212696 3.781040895647493e-07 1.585  9 59776 4.77
12512 1566212712 3.783969653655304e-07 1.587 16 59792 4.77
12513 1566212715 3.783932425545027e-07 1.587  3 59795 4.77
12514 1566212715 3.783896629975947e-07 1.587  0 59795 4.77
12515 1566212718 3.792816300904401e-07 1.590  3 59798 4.77
12516 1566212729 3.791326530367425e-07 1.590 11 59809 4.77
12517 1566212734 3.792823493755542e-07 1.590  5 59814 4.77
12518 1566212742 3.788351932698664e-07 1.588  8 59822 4.77
12519 1566212751 3.788354803066711e-07 1.588  9 59831 4.77
12520 1566212752 3.789847983887358e-07 1.589  1 59832 4.77
12521 1566212756 3.788359108626936e-07 1.588  4 59836 4.77
12522 1566212758   3.7838894709434e-07 1.587  2 59838 4.77
12523 1566212759 3.782389535371508e-07 1.586  1 59839 4.77
12524 1566212760 3.786838419618158e-07 1.588  1 59840 4.77
12525 1566212766 3.788334710581728e-07 1.588  6 59846 4.77
12526 1566212769 3.788349062334968e-07 1.588  3 59849 4.77
12527 1566212771 3.791342342247184e-07 1.590  2 59851 4.77
12528 1566212778 3.791362466648534e-07 1.590  7 59858 4.77
12529 1566212782 3.792876721701911e-07 1.590  4 59862 4.77
12530 1566212784 3.794396506107886e-07 1.591  2 59864 4.77
12531 1566212793 3.794428181234284e-07 1.591  9 59873 4.77
12532 1566212796 3.795960737061318e-07 1.592  3 59876 4.77
12533 1566212801  3.79749453137609e-07 1.592  5 59881 4.77
12534 1566212801 3.796037109148124e-07 1.592  0 59881 4.77
12535 1566212804 3.796073134784053e-07 1.592  3 59884 4.77
12536 1566212804 3.800613508996332e-07 1.594  0 59884 4.77
12537 1566212808 3.799169569444703e-07 1.593  4 59888 4.77
12538 1566212813 3.799222975661189e-07 1.593  5 59893 4.77
12539 1566212824 3.797761342038964e-07 1.592 11 59904 4.77
12540 1566212827 3.803794042752777e-07 1.595  3 59907 4.77
12541 1566212834 3.805347207882583e-07 1.596  7 59914 4.77
12542 1566212845 3.805402236053987e-07 1.596 11 59925 4.77
12543 1566212848 3.809973677293877e-07 1.598  3 59928 4.77
12544 1566212850 3.808535672664075e-07 1.597  2 59930 4.77
12545 1566212853 3.804086340424274e-07 1.595  3 59933 4.77
12546 1566212854 3.807152382498777e-07 1.596  1 59934 4.77
12547 1566212860 3.807220508480856e-07 1.596  6 59940 4.77
12548 1566212867 3.804278818368927e-07 1.595  7 59947 4.77
12549 1566212875 3.807350969293769e-07 1.596  8 59955 4.77
12550 1566212876 3.808934606492723e-07 1.597  1 59956 4.77
12551 1566212880 3.812033175910242e-07 1.598  4 59960 4.77
12552 1566212882  3.81363525534942e-07 1.599  2 59962 4.77
12553 1566212883 3.812222098915473e-07 1.598  1 59963 4.77
12554 1566212895 3.812312207251652e-07 1.599 12 59975 4.77
12555 1566212900 3.810897126352746e-07 1.598  5 59980 4.77
12556 1566212904 3.812499704377836e-07 1.599  4 59984 4.77
12557 1566212906 3.811088841689289e-07 1.598  2 59986 4.77
12558 1566212915 3.812693034679021e-07 1.599  9 59995 4.77
12559 1566212918 3.812797702872291e-07 1.599  3 59998 4.77
12560 1566212921 3.809877873304912e-07 1.598  3 60001 4.77
12561 1566212922 3.806952367107496e-07 1.596  1 60002 4.77
12562 1566212923 3.808538573699345e-07 1.597  1 60003 4.77
12563 1566212924 3.808621255062449e-07 1.597  1 60004 4.77
12564 1566212925 3.807194417391139e-07 1.596  1 60005 4.77
12565 1566212929 3.808777924332663e-07 1.597  4 60009 4.77
12566 1566212940   3.8088649683857e-07 1.597 11 60020 4.77
12567 1566212949 3.808949114752199e-07 1.597  9 60029 4.77
12568 1566212951 3.807523481206872e-07 1.597  2 60031 4.77
12569 1566212957 3.813632346544481e-07 1.599  6 60037 4.77
12570 1566212957 3.815240137590866e-07 1.600  0 60037 4.77
12571 1566212957 3.813830155389015e-07 1.599  0 60037 4.77
12572 1566212963 3.810908744914979e-07 1.598  6 60043 4.77
12573 1566212963 3.807984556143829e-07 1.597  0 60043 4.77
12574 1566212965 3.811083031850231e-07 1.598  2 60045 4.77
12575 1566212971 3.811175991400855e-07 1.598  6 60051 4.77
12576 1566212972 3.814285484594962e-07 1.599  1 60052 4.77
12577 1566212978 3.814385875307873e-07 1.599  6 60058 4.77
12578 1566212984 3.812976524330927e-07 1.599  6 60064 4.77
12579 1566212985 3.814580852079503e-07 1.599  1 60065 4.77
12580 1566212993 3.814679803140206e-07 1.600  8 60073 4.77
12581 1566212995  3.81779064600652e-07 1.601  2 60075 4.77
12582 1566212997 3.819406322325143e-07 1.601  2 60077 4.77
12583 1566213014 3.818002006050623e-07 1.601 17 60094 4.77
12584 1566213016 3.819619320276673e-07 1.602  2 60096 4.77
12585 1566213020 3.819731664381557e-07 1.602  4 60100 4.77
12586 1566213025 3.821356285810237e-07 1.602  5 60105 4.77
12587 1566213025 3.822995443726321e-07 1.603  0 60105 4.77
12588 1566213028 3.823124064604662e-07 1.603  3 60108 4.77
12589 1566213033 3.817191676757328e-07 1.601  5 60113 4.77
12590 1566213034 3.817298049296337e-07 1.601  1 60114 4.77
12591 1566213045 3.815880721422099e-07 1.600 11 60125 4.77
12592 1566213049 3.818997899560875e-07 1.601  4 60129 4.77
12593 1566213050 3.819094162772802e-07 1.601  1 60130 4.77
12594 1566213065 3.819193348127602e-07 1.601 15 60145 4.77
12595 1566213066 3.819286703756087e-07 1.601  1 60146 4.77
12596 1566213076 3.822410912426991e-07 1.603 10 60156 4.77
12597 1566213076 3.817972851549748e-07 1.601  0 60156 4.77
12598 1566213083 3.819584305283167e-07 1.602  7 60163 4.77
12599 1566213083  3.81968789316528e-07 1.602  0 60163 4.77
12600 1566213084 3.816763332294919e-07 1.600  1 60164 4.77
12601 1566213085 3.818375222990549e-07 1.601  1 60165 4.77
12602 1566213089 3.815457038484574e-07 1.600  4 60169 4.77
12603 1566213101 3.818564775153509e-07 1.601 12 60181 4.77
12604 1566213105 3.817146506650477e-07 1.601  4 60185 4.77
12605 1566213105 3.817238305085736e-07 1.601  0 60185 4.77
12606 1566213116 3.821870380094392e-07 1.603 11 60196 4.77
12607 1566213127 3.821977013556903e-07 1.603 11 60207 4.77
12608 1566213127 3.822079270411027e-07 1.603  0 60207 4.77
12609 1566213132 3.817637606789305e-07 1.601  5 60212 4.77
12610 1566213141 3.817725056268161e-07 1.601  9 60221 4.77
12611 1566213144 3.819324630783835e-07 1.601  3 60224 4.77
12612 1566213144 3.816386060860599e-07 1.600  0 60224 4.77
12613 1566213151 3.816469083308065e-07 1.600  7 60231 4.77
12614 1566213154 3.821096370326967e-07 1.602  3 60234 4.77
12615 1566213165 3.819686434142015e-07 1.602 11 60245 4.77
12616 1566213172 3.818265874533449e-07 1.601  7 60252 4.77
12617 1566213174 3.819868820688945e-07 1.602  2 60254 4.77
12618 1566213182 3.822996905278597e-07 1.603  8 60262 4.77
12619 1566213190 3.823107986521571e-07 1.603  8 60270 4.77
12620 1566213194 3.824734019007449e-07 1.604  4 60274 4.77
12621 1566213197 3.821813413970766e-07 1.603  3 60277 4.77
12622 1566213205 3.818895807517602e-07 1.601  8 60285 4.77
12623 1566213209 3.820510959917787e-07 1.602  4 60289 4.77
12624 1566213210 3.820611678607295e-07 1.602  1 60290 4.77
12625 1566213215 3.817694448494842e-07 1.601  5 60295 4.77
12626 1566213217 3.820816051687785e-07 1.602  2 60297 4.77
12627 1566213220 3.820928466202178e-07 1.602  3 60300 4.77
12628 1566213220 3.818012210231121e-07 1.601  0 60300 4.77
12629 1566213220 3.825688055564137e-07 1.604  0 60300 4.77
12630 1566213221 3.827335327192168e-07 1.605  1 60301 4.77
12631 1566213233 3.825938349460946e-07 1.604 12 60313 4.77
12632 1566213243 3.826052529483771e-07 1.604 10 60323 4.77
12633 1566213252 3.826171108259481e-07 1.604  9 60332 4.77
12634 1566213260 3.827804143626523e-07 1.605  8 60340 4.77
12635 1566213261 3.827919900361313e-07 1.605  1 60341 4.77
12636 1566213263 3.829555895752297e-07 1.606  2 60343 4.77
12637 1566213264 3.826639639505673e-07 1.605  1 60344 4.77
12638 1566213264 3.829794961946337e-07 1.606  0 60344 4.77
12639 1566213269 3.832973122440972e-07 1.607  5 60349 4.77
12640 1566213272 3.831604325682668e-07 1.607  3 60352 4.77
12641 1566213276 3.831755550232927e-07 1.607  4 60356 4.77
12642 1566213289 3.833428625686961e-07 1.607 13 60369 4.77
12643 1566213293  3.83510757530037e-07 1.608  4 60373 4.77
12644 1566213296 3.836789468354589e-07 1.609  3 60376 4.77
12645 1566213297 3.835423829280139e-07 1.608  1 60377 4.77
12646 1566213306 3.837088331546902e-07 1.609  9 60386 4.77
12647 1566213312 3.835709238105044e-07 1.608  6 60392 4.77
12648 1566213312 3.831284297551801e-07 1.606  0 60392 4.77
12649 1566213316 3.835987331884091e-07 1.608  4 60396 4.77
12650 1566213327 3.836137430995226e-07 1.609 11 60407 4.77
12651 1566213328  3.84086862266246e-07 1.611  1 60408 4.77
12652 1566213334 3.837977835381774e-07 1.609  6 60414 4.77
12653 1566213339 3.836606934431147e-07 1.609  5 60419 4.77
12654 1566213340 3.838282776790231e-07 1.609  1 60420 4.77
12655 1566213341 3.838436002357363e-07 1.609  1 60421 4.77
12656 1566213345 3.834013591827512e-07 1.608  4 60425 4.77
12657 1566213349 3.834157656108913e-07 1.608  4 60429 4.77
12658 1566213353 3.837348954693792e-07 1.609  4 60433 4.77
12659 1566213361 3.837491797086215e-07 1.609  8 60441 4.77
12660 1566213363 3.837636122880441e-07 1.609  2 60443 4.77
12661 1566213372 3.843889357380063e-07 1.612  9 60452 4.77
12662 1566213373 3.842526042967542e-07 1.611  1 60453 4.77
12663 1566213379 3.842676654233897e-07 1.611  6 60459 4.77
12664 1566213386 3.842825800553289e-07 1.611  7 60466 4.77
12665 1566213387 3.841444056238591e-07 1.611  1 60467 4.77
12666 1566213388 3.843119696984363e-07 1.611  1 60468 4.77
12667 1566213390 3.841742169107379e-07 1.611  2 60470 4.77
12668 1566213395 3.841883862730997e-07 1.611  5 60475 4.77
12669 1566213407 3.840495420757417e-07 1.610 12 60487 4.77
12670 1566213409 3.840635547356287e-07 1.610  2 60489 4.77
12671 1566213423 3.843831732971614e-07 1.612 14 60503 4.77
12672 1566213426 3.843979491329724e-07 1.612  3 60506 4.77
12673 1566213446 3.845655866275804e-07 1.613 20 60526 4.77
12674 1566213450 3.845797848746837e-07 1.613  4 60530 4.77
12675 1566213455 3.842886348402689e-07 1.611  5 60535 4.77
12676 1566213474 3.841492754684052e-07 1.611 19 60554 4.77
12677 1566213476 3.837042689328091e-07 1.609  2 60556 4.77
12678 1566213482 3.840201925548629e-07 1.610  6 60562 4.77
12679 1566213484 3.832704279398201e-07 1.607  2 60564 4.77
12680 1566213506 3.832810049209959e-07 1.607 22 60586 4.77
12681 1566213507   3.8313958609218e-07 1.607  1 60587 4.77
12682 1566213517 3.828459213886407e-07 1.605 10 60597 4.77
12683 1566213521 3.830075132708144e-07 1.606  4 60601 4.77
12684 1566213523 3.828658563867163e-07 1.605  2 60603 4.77
12685 1566213525 3.831792257021148e-07 1.607  2 60605 4.77
12686 1566213526  3.82583734973675e-07 1.604  1 60606 4.77
12687 1566213535 3.833530026624033e-07 1.607  9 60615 4.77
12688 1566213537 3.830617988515393e-07 1.606  2 60617 4.77
12689 1566213540 3.832244542363379e-07 1.607  3 60620 4.77
12690 1566213575 3.836926380195853e-07 1.609 35 60655 4.77
12691 1566213576 3.837057412505842e-07 1.609  1 60656 4.77
12692 1566213577 3.840235844812693e-07 1.610  1 60657 4.77
12693 1566213577  3.84037890221454e-07 1.610  0 60657 4.77
12694 1566213584 3.842055089805326e-07 1.611  7 60664 4.77
12695 1566213597 3.842214521836551e-07 1.611 13 60677 4.77
12696 1566213603 3.831712971239634e-07 1.607  6 60683 4.77
12697 1566213610 3.833368375496956e-07 1.607  7 60690 4.77
12698 1566213614 3.833506512885522e-07 1.607  4 60694 4.77
12699 1566213629 3.836689366955539e-07 1.609 15 60709 4.78
12700 1566213635 3.838359388044624e-07 1.609  6 60715 4.78
12701 1566213644 3.836988214552834e-07 1.609  9 60724 4.78
12702 1566213660 3.835616549138786e-07 1.608 16 60740 4.78
12703 1566213663 3.834244393907667e-07 1.608  3 60743 4.78
12704 1566213677 3.834387005259469e-07 1.608 14 60757 4.78
12705 1566213682 3.829970980674964e-07 1.606  5 60762 4.78
12706 1566213687 3.828585271019876e-07 1.605  5 60767 4.78
12707 1566213691 3.827199098952355e-07 1.605  4 60771 4.78
12708 1566213698 3.822790837436923e-07 1.603  7 60778 4.78
12709 1566213701 3.824422450662046e-07 1.604  3 60781 4.78
12710 1566213703 3.820019120293235e-07 1.602  2 60783 4.78
12711 1566213704 3.823154759502453e-07 1.603  1 60784 4.78
12712 1566213705 3.826310191498029e-07 1.604  1 60785 4.78
12713 1566213719 3.827971187228689e-07 1.605 14 60799 4.78
12714 1566213726 3.826610352941072e-07 1.605  7 60806 4.78
12715 1566213726 3.826755325818508e-07 1.605  0 60806 4.78
12716 1566213727 3.826894451534273e-07 1.605  1 60807 4.78
12717 1566213733 3.828545694049115e-07 1.605  6 60813 4.78
12718 1566213734 3.827168339079037e-07 1.605  1 60814 4.78
12719 1566213737 3.822767455255496e-07 1.603  3 60817 4.78
12720 1566213738 3.824407824287722e-07 1.604  1 60818 4.78
12721 1566213747 3.826055457266278e-07 1.604  9 60827 4.78
